title;artist;filename;lyrics
92 Explorer ; Post Malone;92 Explorer by Post Malone.txt;rodeo damn bar chopper ice move roseanne teach somethin break foe name wrist explorer sound advice translationsnederlands ridin buy bitin twice glancin coat cold use drop cost london forget lot speaker front trackembed stop fade ball catch fuckin g pair baby flow bros sack yuck spinnin tote call sock joke friend seat new wheel lyin block post track main thing whip mock want stoge deadpan inside lose rock nirvana mall word lil hit belly forty money shoppin killer bumpin nine cop wow favorite skrt muhfuckas head-bangin look counter echo frozen ahh drivin open lockup ho system yeah-yeah hunnid twenty ooo-ooo expandin smoke custom gucci romancin ohh four bentley da haha guap keep safe ooh-ooh mock-up tryna spend goldman fuck man shit
A Girl Like You ; Easton Corbin;A Girl Like You by Easton Corbin.txt;least bar bout shakin broadway naw windowpane cold beautiful got radio little game good couch jean lot guitar ole song rain light aint baby sugar dont shotgun hang every thinkin champagne youembed blue along country lifetime hear wrong find around thing time long girl leg smile ever ocean wonder sip bear cutoff none crown could tune two loud sail kick room tan kind dance never guy natural back boy town face play another neon beer dream dress true change
A Holly Jolly Christmas ; Burl Ives;A Holly Jolly Christmas by Burl Ives.txt;street time case cup ho ding-dong-dingembed best somebody kiss christmas ahhh ding-dong-ding hello year golly everyone wait friends cheer ding-dong-ding-dong holly hung jolly snow meet walk hear mistletoe ahh
A Million Dreams ; P!nk;A Million Dreams by P!nk.txt;right big eye sound live share bright makeembed world far run color care us vision bed however dont part call every head along wrong thing inside door lose smile rainy feel compile lie could house design away million close fill crazy room special mind bring wait awake night build keep dream may dark day small dreams think home
A$AP Forever ; A$AP Rocky;A$AP Forever by A$AP Rocky.txt;case convincin flame whole eat deal ago star fame ice big fall pull harder name eye cover live goyard alone tostones woman boof put flyin cause pray adjustin truly rep game robbin wake run overdose low bitch losin spending front broke tat chain god vlone suppose klan fuckin buyin kaleidoscopic map blonde vision foreign boo bi sack margiela mean gang call boys nigga new regular truth shout lord frank pimpin stain time somehow long dominicano lieembed geronimo livin still ap ocean word bear bunch adjusting set domino clothes lie die blind flex mom remember kill show love open mob york flexin kiss hurt mind flacko life guess forever talkin bore platanos never leave madman business back boy pack high vamonos hoe dream dark yam beat tryna adios man fuck true smokin k shit
Africa ; Weezer;Africa by Weezer.txt;company right cure star wing forgotten turn ancient drag solitary lot stop africa rain flight wild grow men way moonlit guide hundred kilimanjaro haveyou old quiet along serengeti hear conversation find seek thing time become inside reflect ever frighten word olympus tonight whisper sure deep could dog towards away echo hop bless melody drum salvation never wait boy night nothing restless longing cry rise man must hurry
After Dark ; Drake;After Dark by Drake.txt;rather right hook troop minute funny al need move whatever warm pull break give solo eye chaka wet embrace anymore music hour put send missin ghost blkembed line anything restore oclock hall trust luther duckin work bad request much dont way hand call nigga fantasia serious umm note first head nobody jill seductive loving late quiet offer hear wrong relax ride soft time whip long girl selective vandross patient door dive priority valentine ayy set assume lie oates weekend narrative select two faith drink khan water kick close drivin vibe show else job wblk love yet open knockin couple mind scott storm smoke enough wood dedication leave mr. thanks four haha youre night foot keep safe silence wall dark phone pool tryna man fuck ta hair
Album Of The Year (Freestyle) ; J Cole;Album Of The Year (Freestyle) by J Cole.txt;playstation sell right contradiction tag probably whole bar expand deal sob mar move push give eighty name master hellyou oak live really ridin human momma buy caucasians album international crime hate skate vacation yoo-hoo use world problem pick game commission cadence city good prime cuban judge low lot plug god jiddy-j.i.d addiction catch pill givin stack mark light win establish ac flow addict talk fat part speak weak story heat gettin nigga three summertime toe note great next new compare whose dc plus cc late shout station positive offer kodalbum sea freestyle half-man mc guideline time rapper shame stereotype cheat long bat average abide facade squad want hell inside kid pitchin lil niggas decade atl blatant pardon feel imperative year black please cash end since dallas sayin listen thank maverick absolutely warrior kappas state look fabric cliff season adapter answer book vibe love television fly asian ba system york mind summer sheet crack notoriousdreamville hbcu half-amazing never cabbage passenger rappers prague undebatably back heroin town full high math many new-new keep reporting silly blow beat meet man fuck smell billy space think vocab shit
All Girls Are The Same ; Juice WRLD;All Girls Are The Same by Juice WRLD.txt;whole minute secret need ten break give really admit woman put sorrow mhm demon race bartender wake john run bottle dyin hard losin wastin givin sinnin insane real today would way loveyou swallow brain next fit heart new drown truth translationsturkceespanolportuguesitalianodeutschfrancaisnederlandsall time rot girl want tomorrow sippin uh lennon sit livin still feel peace piss jealousy liquor trippin jealous agony devil love ho attain colorado finish mind guess ah kiddin monte hey boy borrow another hoe carlo runnin feeling day fuck change think
All I Want For Christmas Is You ; Mariah Carey;All I Want For Christmas Is You by Mariah Carey.txt;happy even list right wish need christmas sound translationsespanolturkcedeutschfrancaisall stand really tree send present shin ring tight lot care nick hold light baby laughter stock much hang fireplace stay underneath ask hear wo thing want door ever pole tonight bell brightly everyone please toy everywhere could outside click north snow fill reindeer ah bring wait awake magic sing upon keep air day mistletoe santa true saint claus sleigh
All Mine ; Kanye West;All Mine by Kanye West.txt;right west medulla damn court daniel lamp outcome big dri-fit pull rubbin type extremely nederlandse mhm good tristan bottle bottom bitch ball us bottleembed ahead bag baby income almost call three scandal cum genie supermodel oblongata guarantee find around washington thing time sample girl want food bustin pussy lose boohoo still focus hit ta ayy bos takin without gamble prefer single juicy enjoy stormy none raw kerry could christian campbell two corey titty thots dry drivin snitch love crazy pipe sometimes kobe blunt mind ye hm waste leave basic thick sing stripe back translationsportugueskanye valuable vertaling mingle threesome enormous mine cry spend fuck fell prove naomi think shit
All On Me ; Devin Dawson;All On Me by Devin Dawson.txt;meembed woe bet need fall lean anytime number really put cause world trouble anything low us shoulder baby much way call ups nobody free hear dime fear ride relax time girl want add side inside ever slow feel everything roller sometimes mind life strip lay heavy count town high another cry coaster beat hesitate weight mad
All The Stars ; Kendrick Lamar;All The Stars by Kendrick Lamar.txt;even star sword translationsenglishfrancaisall sound calculated live alone turn momma confrontation hour cold hate pray credit endorsin realest good dealin congratulation buildin anything losin gift bad closer invite people talk involve way story ego percentage heart new truth expectation wrong conversation find false reason time want closerembed promise feel moral bullet mothafucka corrupt confidence away look hop rebound everything love crazy morgue important oh-oh life nothin switch bringin bring leave wait haunt entitle control night another keep dream cry runnin may feeling day small recognize fuck man think shit
Almost Slipped ; Meek Mill;Almost Slipped by Meek Mill.txt;even right whole swear gas suck fall act name wrist protect young advice c wet really turn buy twice woman movie put cold use got zombie game good ugh thottie hard dawg forget ha bitch mud check diamond trust ball catch player video fuckin work light bag bad cut baby bed bougie almost talk would way fat involve homework every goofy nigga first situationships heart relationship nobody old ginger woah king roddy start hear callin dime wo find reason mileage psychic jet girl level average plan cross pussy inside lose still rich traffic arch slow word lil promise body save slippery fault set money dub die could cuff coldhearted slip stallin hype love happen soon ho excited savage life double pour nice instagram never laugh leave lotta magic lay back play nothing swimming many treat hoe dream patek watch keep dark vest feeling fuck fell jumpin try ta soul think bust shit
Alone ; Halsey;Alone by Halsey.txt;even right didembed wish stranger distant name alone problem trouble run blame light baby sorry people every brain cali new stay ask wo time translationsturkceespanolfrancaisdanskalone always still hit armor everywhere lie listen die loud away drink place million slip kick fill soon mind different paris vein never miss awake party face night keep phone tryna meet recognize try
Always Remember Us This Way ; Lady Gaga;Always Remember Us This Way by Lady Gaga.txt;damn whole poet eye really babe world california band gold fade catch us sun light baby couldnt way part every bury goodbye memory hmmmmembed fire wo hoo find time always oooh word write die look lovers remember rhyme sky choke hooooooooo hurt translationsespanolportuguesenglishalways arizona never night play tryna hmmmm soul try burnin
Anybody ; Young Thug;Anybody by Young Thug.txt;tag whole easy round ice mansion need big cleanin somethin anybody type act sound latex shoot movie white beautiful send ghost good farrakhan alert rushin bitch queen diamond maison rack pop shh calm dubai shoulder tusslin bag bad carry real neck lookin margiela way drippin call six-pack hundred war toe new rollin hater semi headlining late hoffman chanel do-do callin hear skippin ride around colon screw huh girl squad somebody general poland lose folgers drawer ocean niggas belly ayy body russia cash thugger packin pound draw clean paint dustin bent crown movin tint picture breezy place swag remember kill show love mmm street truancy rrrrr pullin ready switch goal never tru hey wait school chosen bae back face mmhhm pack mink keep hoe glass smith girlsembed ooh-ooh tryna korea pretty fuck luggage pacific ta jumpin smokin mad too-dark pneumonia shawty
Apest ; The Carters MISSING;Apest by The Carters MISSING.txt;exist song carter apest seem miss
Armed And Dangerous ; Juice WRLD;Armed And Dangerous by Juice WRLD.txt;og damn pay cup round iron purple need soda stranger lean give break outta shoot owe swish pick dig run hard forget famous bitch amount translationsespanolturkceitalianodeutschfrancaisnederlandsarmed god ya fade moby pop cashin o.c ecstasy flash dick today much tony bm part call anyway nigga bank red bih fact gun walk hoo son matter three-gram huh baow sippin uh ballin mama everybody still rich adobe niggas ayy dash body cash money aim molly park woo goin cliche look million brr hoo-hoo mom playlist skrrt pourin stark twenty dangerous bodyguard account wood skrr shall four party bound count ounce town full keep swingin fuck arm shit
Arms Around You ; XXXTENTACION;Arms Around You by XXXTENTACION.txt;right el hasta em damn coke ser fumemos hablas forma joda siga pull ten amiga break name juana wife alcoholic disfruto xxxtentacion yes italiana de coat put yo una sorcery daily tiene fx swae race cama vivo encanta good th band estas es bitch lot mally broke ft. studio amo spanish extend vestida hold pone foreign mientras racing la polskinederlandsarms real baby oi dick espera traduzione fumamos problema bebe dice penthouse ya-ah-aah reach though mi heart festival chanel este di portugues around mercedes maluma que pa conmigo en si girl huh andamos stripper mama mall ever pole lil car l como feel hotel body cuesta siempre los pie lee sure mami urgency could pongo wow ya-ah brr positivos drivin activo lo love mismo crazy traducao throat oh-oh un pretend emergency habana drug harm yuh enough gucci vez never miss leave hey woah-oh-oh-oh tu daddy ambiance party invita straight isembed esa hoe floor sense te touch lovin backstage ey woo-oh-oh se translationsenglishxxxtentacion pump arm ta
Astronauts ; Future;Astronauts by Future.txt;hasta el tag stupid cup bar astronaut yayo star nerdy chopper al cootie chapo wing big give name young eye hermes paper hope shoot last movie put killin window white richard fuego ruler j-lo little boot game boondocks bartender band run ops bottle ol low bitch mud playin diamond reeboks b.g prolly pucci hold pluto bag bad ecstasy grow neck dick talk way droppin capone cashflow hand halo brother sticker coulda uzi gettin nigga three chi blood actin head tool regular semi chanel wrong wrld ride vuitton emilio shooter shopping codeine scammer want murder askin beam rollie stripper uh astronautsembed mall kid pac still booty feel year try roll money vvs balenciaga since die choppas abandon susie tummy two cannon drive clip look birkin million hop percs louis ahh drinkin weirdo fast deserve skrrt fly ho solvin drug mind mille building lasso earlobe kind juice nothin detox a-hole ready guy tock presently leave never hot bentley dollar alien ass back luego face percocet tick high foot town coco many keep dirty pushin blow better feeling day bandana tuck shit
Astrothunder ; Travis Scott;Astrothunder by Travis Scott.txt;even need move teach distant peek angel little feed g light week hand halo reach randomly practice sin sit feel peace deep infiltrate fiend street life repeat remedy preach told never yeahyou translationsportuguesespanolturkceastrothunder blessing enemy back control seem high wildin watch tryna
At The Club ; Jacquees;At The Club by Jacquees.txt;west something em leech bout easy mansion tip pull live really lavish classy vip dancer put club romantic use ballers suppose us otherwise weak t-shirt feature miami grab jet whip girl together side hit bos hello tire dej could jacquees away thug til kick show love jeep panties panic simple couple wagon never leave ohh thick party knee boy pack foot attractive keep detroit meet trip try think treat
ATM ; J Cole;ATM by J Cole.txt;court tres whole deal result fortune martin tip need big fall residual give translationsitalianoatm live slowly paper chase hope yo sudden thrill skate problem lonely good abortion visual bitch pain habitual god tonya ball hard-on mix fuckin proceed bag grow much miserable way part bill wisely every portion typical heart difficult wheel hear tommy wo afford heal want caution cross mama thankin solve rollie sit still niggas misfortune pardon without pie cuatro organ flip interval money countin cake die could thank hole million look slice orphan harding remember devil principal love kill beside fly fulfill biblical quick important life sort ritual physical garment bring pitiful leave dollar pieembed count high stackin hat math many cole runnin horny blow dos choose fuck soul fell drill uno teacher
Attention ; Charlie Puth;Attention by Charlie Puth.txt;doin right maybe name standin dirt hate thought ya win la expect someone baby call every gettin heart new start huh want attention woah-oh tonight sure throwin love hm-hmm already ah translationsdeutschattention never hey party face mine regret runnin dress perfume think home karma
Auto Pilot ; Migos;Auto Pilot by Migos.txt;violent refuse wrap rasta ring dawg pop taste neck behind gang plastic hundred brain offset prescription grabbin old auto sick habit candy stain salute five sippin everybody rich sweet vvs clean piss woo goddamn breakin brrrt suit benjamins skrrt quick fanny life styling mouth cabbage jam skeleton knot conversate island excite tryna jumpin even pay cup eat splash bird lackin brick give young mechanic later flyin anxious jewel peep shake forget plug catch work boo trappin lookin sack snooze blue hitman workin peezed fear ram murk sleep drawer traffic bos roll park coolant sayin could thank dog cannon ventilation show yeahembed private cruise baddie shoe business magic brrt play pool gi arm mm uber probably secret chopper lingo cookin need pull warning wet buy put mil bro outlandish run spanish bag uh-uh barry call nigga heart lame drumline sauce havin stylist fancy motherfuckin lose dismantlin ever still nawf phew niggas ehh two-two-three mary wear two-tone movin drivin hostage achoo stiffarm bingo singin talkin drip heisman leave silent autopilot isleys mine medication stainless think bust heard chemistry damn whole walkin attic jew aisle big break trap sneeze steel pick ancient lobster couch drank bitch handle lot stick acid rack fu nick us stiff vrrt group fugazi copy tec huncho conversation wo time whip sign pontiac uh graduate banshee booth house hotboxin water pot stovetop assassin glock eleven dangerous science migo gucci freeze hey face fifty parrot patek watch wall karat pilot birdie
Babe ; Sugarland;Babe by Sugarland.txt;secret big break really admit unsee last babe hate wreck innocent ball neck call strange every kitchen gettin hear wo time shame plan want ever promise takin sweet since could picture away look else love consequence picturin lip waste never mistake wreckin face floor keep blow
Back To You ; Selena Gomez;Back To You by Selena Gomez.txt;even right overthinkin convince im break loose point chase cold hate shot use unfinished thought playin stick suppose hold feelin someone talk dont every though heart head old fight conversation lyin wo moment time thing heal want everybody word year single sure lie could two water close else replayin couple forward translationsturkceespanolfrancaisback ah never business id back build regret hidin runnin ooh-ooh beat true ta think
Backin It Up ; Pardison Fontaine;Backin It Up by Pardison Fontaine.txt;damn original instead swear shut solid b cinnamon need mase think throw somethin give chill turn woman hate wrap pause ex good run forget bitch queen button stick god fuckin dead saran bag bad someone facetime lookin deposit backin almost talk way mean gang call back-backin every gettin nigga bank head lame fact get-gettin king sick wo relax beef find around benjamin time shame girl want squad louder side leg sin pussy livin still henny word ahhh niggas ayy bos bum cash money since piss crown winnin drink look hype drinkin cardi room comin statin synonym life code talkin physical waste chicken switch bring lay condom back face straight claimin spend pretty day meet difference fuck must makin wine mad bust shit
Bad At Love ; Halsey;Bad At Love by Halsey.txt;eye finally live really music afraid thin fix white frustrate little worth california london line bitch fade blame bad taste lookin would way mean call home kitchen dinner friend history walk lyin thing time girl want always best michigan plate rid graduate jack garden attitude deep jealousy could away state look love cute kiss believe chance never guy wait mistake back boy mine ooh-ooh feeling ohembed fell translationsturkceespanolportuguesfrancaisdanskbad think
Bad Liar ; Imagine Dragons;Bad Liar by Imagine Dragons.txt;meembed wish dear hush dise eye translationsturkceespanolbad terror oh-oh-oh world problem seams ring victim innocent diamond trust integrity bad seam dont happiness mean three war darlin heart free gun difficult fear thing time want ive side askin inside liar year erase please perfect lie could paradise faith wage look prey tearin crocodile loveless tear believe escape never enemy youre breathe dream fake man
BAD! ; XXXTENTACION;BAD! by XXXTENTACION.txt;heard right girl nowyou want translationsturkceespanolportuguespolskideutschfrancaisnederlandsbad bad insane word hit profane somethin pain feel way turn call brain goin movin realize shawty around love
Ball For Me ; Post Malone;Ball For Me by Post Malone.txt;right rodeo damn pay swear ice oo-oo-oo-oo-oo-oo-oo-oo-ooh fall james give slack clue wrist itty seamstress road oh-oh-oh buffy yo world award forget b-ball bitch slay ball map bad uh-uh-uh-uh-uh-uh cut baby real taste bougie lookin sorry much handbag would droppin call coulda jaw gettin plus translationsnederlandsball breh son wo time whip girl want five add uh mama alcohol kissin kin still hit lil niggas please grand money jack shoppin cop could laurent snow bitty everything yeahembed love lit fly comin hunnid mind intact tokyo piggyback tend bae back kimono thousand charge harden europe pretty daylight saint ta mad shit
Bank Account ; 21 Savage;Bank Account by 21 Savage.txt;case even right boss whole cuffin ow chopper gas jiggy pull give siggy wet really blingy chase buy shoot yo triple put lacoste send ghost ruler neiman mag mil bling max tennis dawg bitch plug ziggy playin bastardembed chain god catch proceed cock nah chingy translationsfrancaisportuguesbank light bad real reggie dick talk bill fair dumpin huhyeah nigga bank chair raise copy new head plus gun harley asthma walk -- block dunk shooter careful want moncler caution cross mall sting clipumm busy lil hit car bear body eel black please casper jacket wear mill dog jail faster house wow titty laurent homicide ash kill fur street fast action cute tear glock account ah smoke matte nice skreets yuh chicken hill bastard gucci ready tweet bil draco bentley sucker fifty face straight play ruh-rah keep spend tryna fuck spray saint marcus wild mad skrrr shit
Barbie Dreams ; Nicki Minaj;Barbie Dreams by Nicki Minaj.txt;rick coupe yellow yayo flaunt maybe coochie stutter road bitin pray swae dancin weezy supportin spit bangin saw real flow inembed unit mean gang luck hundred brain shoutout though humid stay lyin literally rapper cryin meek want indict everybody bow l takin scrap dave peace beckham mill bite titty tre-way fightin dimelo room special eyein b-beat crack clitoris dollar night mike k-o fetty tryna desiigner ta translationsportuguesfrancaisbarbie bar powerful cancel brick act tyson give young pacqui strap shine scottie cuban lisp diamond buyin drake lick la lookin closing lady future menage hammer always motion word arounds sure park cake sayin papi wow ed thug look remember kill shoe bring vacationin khaled dome play dream dj power gorilla man fuck dressing try shit yg rubin karrueche wet yes yellin turn usin hour shoot put use duck little east quavo worth pu-thy okay addressin m.a jxmmi aint b-b-b-barbie killas dreamhouse cut baby fat way part roof uzi nigga bank head handful test lube havin hoppin ride circle somebody pussy still niggas slow curve body stealin cop movin c-caught crush kyuh poppin everything mmm open talkin five-star autotune b.i.g odell dirty med think bust em damn jew big tekashi type kanye cylinder barbie quiero yo tellin gotti game pick trim bitch playin the-then dm fuckin face-ass talk group three sprinkle trailer stefan challenge hear loot time wap trendsetter uh hell step car scholar classic lee r.i.p ceiling ruben chrome goon kim uninvited bang daddy woulda boy i-i sloppy beat dress urkel wiz
Barbie Tingz ; Nicki Minaj;Barbie Tingz by Nicki Minaj.txt;list least stalk picket whole eat kingpin bug ice wish suck confiscate dip big need bird beach bit fence tea wife stutter barbie music perfectly thai demand buy combination shoot tingz put white porsche bin ex pick worth weezy good clear prime run okay speech ha ring bitch benz optimist queen check cheese stick stop lab dem-dem-dem-dem jay slick prophetess bag drake ken bad dreamhouse pinkprint real cut flow optimus dick inembed rap would speak blue-print mean impact stuck-up gettin nigga three kissy copy next new old ask team fight nicki wo find dissin sagittarius time cheat sign diss want ritchie drizzy uh nan pussy offense lose box ever still draggin hit lil l influence dolly cook dem-dem operation bucket stealin ig wear could bite house design look gut slice ahh wayne show book fly ho mind drug steal chop nice code never guy flattered nike yup dummy woulda spreadsheet fluent shade face garbage crew sink i-i keep hoe safe tryna pretty day gun-butt man fuck try chip mad
Bartier Cardi ; Cardi B;Bartier Cardi by Cardi B.txt;truck flame suckin fool eat boss coupe naked minute fame ice b vvss brick pull jump moonrocks trap fendi bracelet put wannabe worth drop bottom bitch check diamond chain god pop bag translationsespanolfrancaisbartier bad insane cut dick clique drippin moonwalkin gang motherfucker brother inch brain nigga offset blood red lame ask bitchy-ass sauce start bardi sperm main swap flood waitress trunk cheeze motherfuckin upset uh pussy rollie step bake cartier rich lil hit car rubber body frame cash fleek shinin molly end depart woo cake tint titty brrrt laurent bronx million dude kick poppin slump skrrt fly cardi fashion ho fastin mj savage range ksr moonwalk diamonds chicken drip leave basic hot givenchy bentley party back high lane crew build patek keep martian blow switchin fuck man pump saint aston shit
BBO (Bad Bitches Only) ; Migos;BBO (Bad Bitches Only) by Migos.txt;pay whole tag deal walkin cup minute star ice bet pointer lean im lighthouse regard gear lear goyard barbie homie month shoot bracelet put fourth porsche shine arcadia game quarter tennis nowhere good wake run punt barkin blast secure bitch mirror stick chain ya pah flippin catch pop rack trust third nah hold attention-tention bag bad real quincy neck reggie pass lookin bill call every argh hundred nigga seat smash huncho ask sheers team blue soldier havin start green post around takeoff codeine want engine caterpillar broad attention uh bbo door livin past miller ap lil hit postin phew niggas ayy car wraith tarzan dash narc cash mornin maker field killer molly none cop woo winnin choppa goddamn expensive dog lifestyle pretendin two maybach wow picture look hop bless close kick sad jones trilla pipe skrrt buddah seal important shiftin savage pas spread life double curtain bring hey narcs brrt houston pack carat texas runnin fake beat question spaz meet man fuck brazy wild think spill
