title;artist;filename;lyrics
A Very Special Love Song ; Charlie Rich;A Very Special Love Song by Charlie Rich.txt;whole big give live alone turn surprise babe radio world lonely low song near behind way mean every hear find girl sittin word somewhere goin especially youyou love melody breath special life singin sing ounce night symphony play day true
Abra-Ca-Dabra ; The De Franco Family;Abra-Ca-Dabra by The De Franco Family.txt;thing time crazy daydream always explain near reel disappear rock magical believe kind wonder baby give feel half abra-ca-dabra set alacazam magic every use full could keep spell feeling good look wo show
After Midnight ; Maggie Bell;After Midnight by Maggie Bell.txt;outyou inhibition superstition give midnight cream talk suspicion exhibition peach loose hang cause chug-a-lug new shout lyricsafter tambourine start shake find
After The Goldrush ; Prelude;After The Goldrush by Prelude.txt;silver something yellow knight fanfare basement eye tree band run mother queen color drummer saw sun archer friend replacement head felt new lyricswell around burn spaceship sunyou playing lie begin moon seed goldrush look loading hop sky fly armour nature drum burst peasant nineteen-seventies split float thinking sing chosen full high breeze dream haze cry blow child think home
Aint Got No Home ; The Band UNCERTAIN;Aint Got No Home by The Band UNCERTAIN.txt;father even girl aint daughter frog homeyou please brother sing boy voice mother roam lonely place sister man wo son home love
Aint No Love In The Heart Of The City ; Bobby Bland;Aint No Love In The Heart Of The City by Bobby Bland.txt;whole neighborhood blanket big fall county cause shine teardrop lonely city good line hall sun aint light nighttime townembed call pity every strange great heart old around thing feel without sure nuff place love room gloom town seem another mine change
Aint Nothing Like The Real Thing ; Aretha Franklin;Aint Nothing Like The Real Thing by Aretha Franklin.txt;read move aware name sound voice aint real baby much half call hangin though stay memory hear thing together help feel quite frame whisper sweet ear picture place look realize groove back nothing wall touch letter
Aint Too Proud To Beg ; The Rolling Stones;Aint Too Proud To Beg by The Rolling Stones.txt;beg ashamed stand refuse sympathy proud aint baby grow much half way mean every friend darlin heart quiet hear walk sleep want side pride step door please sweet deep away love plead mind leave pleading pit knee night weep keep cry sense day man laugh
Air Disaster ; Albert Hammond;Air Disaster by Albert Hammond.txt;disaster onyou fishtail push give young sage road fading window thrill swish good squeal mountain spit god care lyricsthe fade song brings bedridden dont way chair stay old fire desirable wheel lord son around reason chorus engine mercy climb nurse cocktail tire die bitter love sky life plane freeway stewardess back cloud age lane foot glory watch pile-up air wind power blow pretty day pressure hair
All In Love Is Fair ; Barbra Streisand;All In Love Is Fair by Barbra Streisand.txt;pen road put cold game good fairyou lyricsall ahead win bad writer people behind fair future war fate stay either time side lose word write none lie two away love crazy vow toss chance never leave losing play coin change mystery
All Shook Up ; Suzi Quatro;All Shook Up by Suzi Quatro.txt;shook bug fuzzy act stand tree ummm thrill proud little buttercup shake scar upembed ahhhh hand weak luck uh-uh-huh friend heart ask wrong girl best volcano feel please thank two bless love fine death queer mind itchin lip lyricsbless hot knee seem foot mixed likewell touch beat man soul
Already Gone ; Eagles;Already Gone by Eagles.txt;right even eat star news live yes put stop chain song hold light feelin heaven people felt strong free shelf hear hoo find thing girl nighty-night still wonder write set woo look oftentimes remember goneembed sky happen soon already guess life talkin never sing key lunch day true letter
American Girls ; Rick Springfield;American Girls by Rick Springfield.txt;lyricsoh girl opening want york cityside sun nice grow broadway spice sugar freeways way l.a. sweet hollywood movie cold alaska everywhere night chicago boston new far countryside farm girlsyou john look pretty hawaii wayne american america love
American Tune ; Paul Simon;American Tune by Paul Simon.txt;right liberty eye live yes road hour ship bright travel far bone unexpectedly uncertain weary clearly expect shatter restyou call working friend confused felt forsaken wrong sea reassuringly rest time long tomorrow help smile still wonder statue feel die could tune away sail drive moon look bless american fly mayflower often forever batter bon vivant ease misuse mistake sing certainly back knee age high another many dream rise day soul try think home
Americans ; Byron MacGregor;Americans by Byron MacGregor.txt;right west amazon yellow israel ago german neighbor truman distant woman international decline world far bottom broke annual saw erosion decadent safely nobody old jet plan five french everybody automobile rich debt yangtse marshall less none debris except prop state kick loan lockheed plane gloat several dollar river pursue boeing age entitle flag repair douglas- canada hurry home disaster even law example pay tri-star point alone reward window mississippi present newspaper consider city line shake interest lyricsthe foreign japanese scandal red new san policy insult country around bind appreciated swindle cross monger hit year lift russia rush earthquake since could outside pennsylvania design unless earth look britain american else street franc control another collapse upon many meeting equal dam man least read canadian discouraged finally railway hope buy orleans put race managua percent germany flatten store united someone bond today people hound india land nose british generous recent help ganges self-righteous spring ever still central money italy nicaragua forty-eighth jumbo tired moon rebuild danger railroad york draft paris airplane forgive thousand spend think damn fifty-nine exchange france apart sixty break name send extent radio trouble low blame smug nile talk men speak niger war first start billion hear wo rest possibly forty-one find caboose flood pa time thing long hell dodger write technocracy pounding morning water helpedyou tornado fly thumb building pour remain japan face high build community francisco pump
Angie Ba; by Helen Reddy;Angie Baby by Helen Reddy.txt;right secret read angie neighbor maybe pull volume toward young outta sound live really alone turn music window radio little world good stop song fade insane spin baby touched today would way lady friend confuse ask hear walk whirl lover find around time make-believe girl explain folk always side door rock lose feel everyone roll appear die tap blind house loud away place hop evil ground living show crazy room special disappear mind life dance nice goodnight headline never school daddy bound boy night seem satisfied play floor keep peekin small cool soul think
Annies Song ; John Denver;Annies Song by John Denver.txt;sleepy song rain desert always life storm ocean forest give laughter springtime sens annies lay night die drown blue mountain walk fill arm againyou beside love
Another Park Another Sunday ; The Doobie Brothers;Another Park Another Sunday by The Doobie Brothers.txt;happy sunday need warm name eye dawn turn hour window radio travel lonely city good hide hard way call nobody find thing cryin together want doyou sittin lose smile wonder car without tryin park outside empty starin away place slip else street sky room tear life bring thanks back cloud seem another keep wind dark pretty highway true think
Another Saturday Night ; Cat Stevens;Another Saturday Night by Cat Stevens.txt;em pay instead ago wish name month mhm thats sister hard frankenstein honey someone talk way strange resemblance nobody fella lord find around girl help saturday money since could state look awful fine yet cat ah lotta deliverance town night another blow spend meet
As Long As He Takes Care Of Home ; Candi Staton;As Long As He Takes Care Of Home by Candi Staton.txt;right something fool shut minute need likei move give pull yes little world run bone ha honey meat care hold baby much rap homework home friend fun loving wrong around thing long girl best lose rock feel money sure away love fast groove lyricsjust mind enough business wait mouth town spend day man think understand
Ask Me ; Ecstasy Passion;Ask Me by Ecstasy Passion.txt;case right disco alright scream so-so bet big whether move whatever maybe need lancer drench freak give sound wet really loose yes tough turn hope surprise coat cause babe shine top pick max good line okay shake ring low lot depend front plea pain dine gold ya twist suppose light work moet appeal bad ecstasy real baby allow sport talk way beatembed mean call hang romance joke three lace first seat heart new boost ask blue late shout start wo relax ride frown around mercedes brand moment time thing cruising girl creep want food best fancy mercy boogie martini uh rock smile ever sip feel body hello resist chandelier please sweet bell try world-renowned sweat funky cop deep wear could outside morning telephone two ahh everything show kill piper nature throat groove comin plain lead emergency mind sex passion steal dance chance remain gain cafe waste guy miss hey wait likeit town face therefore night nothing build dark beat sheep-skin rise day meet small hesitate soul wine ta think bye
Ba; Come Close by Smokey Robinson;Baby Come Close by Smokey Robinson.txt;time trust light sit kind still warm real baby stand please music turn hand put play closeyou heart mine dream stay regret touch fire start lyricsturn close wo true low forget love soft
Ba; Hang Up The Phone by Carl Graves;Baby Hang Up The Phone by Carl Graves.txt;right hook flame darling likei fall push give im breathing shoot put cheap freedom cause truly game pick lyricsquit loveembed dig bitch stop ya quit us baby sorry speak call hang reach goodbye heart head shit twin ill fight seek time want nine-feet pride busy body fault please bullet deep die soul-mate ground lo-lo-lo-love everything show love mission aside burry kneel different enemy niggah back play connection grave wall phone fuck weird
Back Home Again ; John Denver;Back Home Again by John Denver.txt;truck stove neighbor news move warm ten eye live yes road hour last supper little farm good valley mother spending againembed barely shoulder light sunshine mile baby way happiness colder home call friday friend felt whining old late fire wheel soft thing time burn long across lose rid feel body roll sweet house tired away softly prayer love sky sometimes kiss finger yesterday storm bring hey four lay heavy back cloud lost lane upon cry spend day feather afternoon
Bad Bad Leroy Brown ; Frank Sinatra;Bad Bad Leroy Brown by Frank Sinatra.txt;damn whole bar ago name eye wife stand razor wave good trouble ring shootin front brown diamond kong bad week downtown part lady mean call dice friday fun dogembed chicago treetop old badder gun dorris lyricswell king junkyard meaner baddest lover nose fancy side sir everybody leroy sit continental likehe sure clothes south learn begin dog look jealous eldorado six soon gambler beware lesson nice custom shoe stud four lay town foot upon pocket edge man
Ballero ; War MISSING;Ballero by War MISSING.txt;ballero exist song seem war miss
Band On The Run ; Paul McCartney;Band On The Run by Paul McCartney.txt;need fall village give mighty county register charity hope jailer explode send world square band run ring judge stick rain desert us hold sun undertaker sigh runembed fun rabbit first sailor find mama inside settle second search ever crash bell everyone draw everywhere pint begin away else nice forever sam forevermore never four heavy town night wall day man fell grudge think
Battle Of New Orleans ; The Nitty Gritty Dirt Band;Battle Of New Orleans by The Nitty Gritty Dirt Band.txt;gator bloody ago round melt bale give mighty eye stand surprise orleans colonel mississippi little bean hickory cannonball ring didnt beatin hold behind till hundred mexicoyou lyricsin cotton head new old gun fire along fight british grab thing bugle powder step lose gulf musket jackson alligator .... could begin mississip cannon look fill mexico open drum mind squirrel barrel river bacon awhile town face high battle another many keep touch must trip
Be Thankful For What You Got ; William DeVaughn;Be Thankful For What You Got by William DeVaughn.txt;gangsta diamond scene tall wooh-ooh-oohyou sunroof big wooh-ooh-ooh still lean car cadillac stand tv brother back great though top diggin thankful may antenna drive sister remember whitewalls
Beach Ba; by First Class;Beach Baby by First Class.txt;something soda beach whatever male give oh-oh-oh all-american september anything ring sand fade pop ponytail sun baby moonlight would hand every surfin fun friend next san old blue do-do walk sea jose shore long girl graduation everybody door july car sneaker end wear could drove away ruin drive hop jukebox remember mmm happen oh-oh guess dance sun-tanned never l.a. wait chevrolet school crew-cut hot back boy high play haze beat dress day recognize think
Bennie And The Jets ; Elton John;Bennie And The Jets by Elton John.txt;right something solid read maybe b-b-b-b-b-bennie sound loose really music boot spotlight shake electric jetsembed survive plug stick us b-b-b-bennie weather faithless ageless along fight hear wrong spaced find around fatted candy jet together kid hit tonight calf keen blind parent suit ronnie bennie kill street magazine yet wonderful mohair hey shall wall weird change
Best Of My Love ; Eagles;Best Of My Love by Eagles.txt;crowd right darling apart give live cheap cold beautiful little wake us hold mhmhmhmh seam bed baby today talk would way every rough oh-uh-oh heart old quiet thing time sleep always best worry word slippin try sweet lie could morning empty loud away place look close love happen guess waste enough never leave oh-oh-oh-oh back cloud face night dream mine dark ohohuh rise day wine think
Best Thing That Ever Happened To Me ; Gladys Knight;Best Thing That Ever Happened To Me by Gladys Knight.txt;whatever share line hard pain spent story every ups fate lucky reason thing time moment somehow always best ever write could love happen hurt life guess ah kind yeahyou anyone glory spend
Best Thing That Ever Happened To Me ; The Persuaders UNCERTAIN;Best Thing That Ever Happened To Me by The Persuaders UNCERTAIN.txt;whatever share line hard pain spent story every ups fate lucky reason thing time moment somehow always best ever write could love happen hurt life guess ah kind yeahyou anyone glory spend
Between Her Good;e And My Hello by Gladys Knight;Between Her Goodbye And My Hello by Gladys Knight.txt;flame wish maybe need name lyricsi use little cost low forget fade likein saw someone baby pass much almost would goodbye memory free late along lord soft thing time burn want always still hello year mineembed mention could especially two away place look fill healer love else soon mind ah kind enough boy completely heartbreaking build meet day try
Beyond The Blue Horizon ; Lou Christie;Beyond The Blue Horizon by Lou Christie.txt;thing beyond sun life bore bum horizonyou da-da wait dee-dum da lyricsbeyond joy beautiful lie goodbye begin da-dum horizon new blue rise day
Big Yellow Taxi ; Joni Mitchell;Big Yellow Taxi by Joni Mitchell.txt;yellow big bird give shoo-bop-bop-bop-bop museum tree last put lot farmer ddt pave people half bee old late hear slam apple always door hotel please paradise away parking boutique taxi screen leave hey hot dollar pink seem charge night swingin man spot lotembed
Billy - Dont Be A Hero ; Paper Lace;Billy - Dont Be A Hero by Paper Lace.txt;extra fool need letter throw young wife stand trap proud soldier-blues band line low rag lyricsthe hillside us hold shoulder saw behind dont men way hand hang boys lovely head along hear start main ride around moment hero join across word awayyou die fiancee look ground forgettin street tear life piece bring wait marchin back battle upon keep sergeant cry pretty day volunteer fell billy ta
Billy Dont Be A Hero ; Bo Donaldson;Billy Dont Be A Hero by Bo Donaldson.txt;extra fool need letter throw young wife stand trap proud band line low forget rag hillside us hold shoulder saw behind dont men way hand hang boys lovely head blue along soldier hear start main ride around moment hero join across marching word awayyou die fiancee look ground street tear life piece bring wait back battle upon keep sergeant cry day volunteer fell billy
Black Lassie (Featuring Johnny Stash) ; Cheech;Black Lassie (Featuring Johnny Stash) by Cheech.txt;right poor shut wa-wa cheeseburger big eye carl sssh stand really afghan twice bright little world sassy good store bitch front queen stop god lick real much half talk men fat part speak riot call ghetto alley great youembed aw late legged start likeyou size stash ugly long girl want mama everybody sit ever rich hit bear doggy black woo listen could thank dog liquor class moon timmy american lyricshi stink love fine mess johnny trashcan lassie beady sing daddy town night high play rat detroit gim try
Black Water ; The Doobie Brothers;Black Water by The Doobie Brothers.txt;alright round likei name jump buy cause mississippi handembed shin tonk care rain light hand call old lyricswell wheel hear wo long mama everybody worry past car black roll thump funky moon drink water everything raft street honky dance ready paddle float daddy catfish town night build dixieland keep pretty difference hurry
Blood Is Thicker Than Water ; William DeVaughn;Blood Is Thicker Than Water by William DeVaughn.txt;flood catch dare lock us find step door kind baby people shutter way thick draw deep full blood nothing lyricsthey world keep may feeling fight line oughta water wrong close thicker think love chorus
Blue Collar ; Bachman-Turner Overdrive;Blue Collar by Bachman-Turner Overdrive.txt;alive glad wish need remind hour hope world judge diamond would heat blue late quiet walk fresh rest find thing time sleep long five still spare nine could morning street sky collar comin mind collaryou kind awake four create face foot lyricswalk restless keep mine air beat cuz meet
Boogie Bands And One Night Stands ; Kathy Dalton;Boogie Bands And One Night Stands by Kathy Dalton.txt;time fly right plan tear boogie light dim life flow grow break stage midnight never tonight stand afraid faking shaking show shimmy since night heart mine spotlight blue standsembed band singer day beginning
Boogie Down ; Eddie Kendricks;Boogie Down by Eddie Kendricks.txt;hook yall boo-ooo-ooo-ooo-ooo alright ooh-hoo ooo-uh babyembed lyricsboogie hmm gate satisfy ha ya ooo bad baby uh-huh-huh-huh hound downtown likeboogie lover find around flood boo-ooo-ooo-oo-gie girl boo-ooo-ooo-ooo-gie huh mercy boogie ah-ha-ha-ha feel tonight sweet boo-hoo-hoo lie uh-huh water sniff hug love mess kiss ah enough hey wait boo-oooo-ooo-ooo-gie natural high hesitate
Boogie On Reggae Woman ; Stevie Wonder;Boogie On Reggae Woman by Stevie Wonder.txt;fast right across scream us star boogie ow fall dance holler baby would yes tryin woman raw play floor deeply reggae wrong love
Bring Back The Love Of Yesterday ; The Dells;Bring Back The Love Of Yesterday by The Dells.txt;maybe warm give eye chill turn twice woman cold stir use wrap world pick good trouble lyricsoh dangle us near work baby today way till every anger heart strong lover wo find tender thing time girl tomorrow smile feel despair blowing deep jealousy raw empty two away seed look fill doubt love solution despise mind steal piece yesterday destroy likegirl replace bring leave ohh back face girlembed silence air sense true space home sacrifice
Bungle In The Jungle ; Jethro Tull;Bungle In The Jungle by Jethro Tull.txt;right jungle eat apartment raisin sunset sunday kitten chill live dawn yes strike tree nut put resume lion send game grass player bold shoulder light forest tiger tent every shadow friday dinner thunder bridge palm king walk green lover scoff waterhole sleep want disagree frighten word lazy save write pawn monkey lie could thank tune bungle meadow animal crocodile tombstone intro love nasties fast life winner snake wait willing river back boy claw night drunk full play seem disagreeembed air lightning dark
California My Way ; The Main Ingredient;California My Way by The Main Ingredient.txt;right oakland likei move warm diego really yes babe got california nowhere bag baby way first san lyricsoooh find girl want uh oooh wayembed hit los hollywood angeles movin away whoa-oh hey pack francisco day highway ta
Call On Me ; Chicago;Call On Me by Chicago.txt;meembed sky somehow soon always find lose life need oh-woah someone baby feel never leave would way please call count friend else nothing thought felt share sunny blue feeling place clear day remember everything change love
Can This Be Real ; Natural Four;Can This Be Real by Natural Four.txt;bar sound really identity anything handle stop song suddenly real baby almost would felt heart new along girl always ever car feel resist money could expensive love sometimes really-really-really life ah kind never guy hey sing feeling true try change
Can You Handle It ; Graham Central Station;Can You Handle It by Graham Central Station.txt;lyricsyou thing fool girl blame likenow feel yes anyone blind heart strong wrong man try handle pain
Candys Going Bad ; Golden Earring;Candys Going Bad by Golden Earring.txt;round star secret suck break name wrap top neighbour bone satisfy ted mother headyou quit care desert ahead trick bad mare teddy peacock champagne head pearl start green pimp find candy long girl want cross door clothes underground entrance rule show kill lyricscandy affair room finger stud school daddy night neon floor phone dress home
Cant Get Enough ; Bad Company;Cant Get Enough by Bad Company.txt;right something ya want and-uh need whatever ah baby give break enough much aah four hang cant three woo listen two doorway late mmm love
Cant Get Enough Of Your Love Babe ; Barry White;Cant Get Enough Of Your Love Babe by Barry White.txt;scream darling need move somethin give name stand babe use share good anything givin baby much people every cant ehhhhhhhhhh old hear matter rest find unreal thing time babeembed girl huh want explain still feel sweet lie could look ahh everything love whuuuuuuuuuuuu kiss mind blowin life kind believe enough ohh seem many keep try change understand
Cant Get It Out Of My Head ; Electric Light Orchestra;Cant Get It Out Of My Head by Electric Light Orchestra.txt;silver breakdown star move name midnight daughter wave hood world shoreline city tide dead saw sun light envy noembed walking call cant bank head old ebb sit search ocean ivanhoe lancelot morning water robin job william night keep dream
Cant Say Nothin ; Curtis Mayfield;Cant Say Nothin by Curtis Mayfield.txt;lyricsoh time thing long claim need nothin give talk mouth put cant could imagine spell wrong wo everything hard love
