title;artist;filename;lyrics
All Through The Night ; Cyndi Lauper;All Through The Night by Cyndi Lauper.txt;lamp lack eye precious white little run forget sings today reach new stay start wo time endembed sleep meter past feel without end click street cat forward chance enough awake back awhile stray night keep cry may day
All You Zombies ; Hooters;All You Zombies by Hooters.txt;em instead fall ten break eye daughter anymore zombie hide mountain israelite father rain saw work people commandment half dont speak youembed workin son matter holy sittin ark pharaoh ever livin moses forty calf child set zombies place look street piece whats noah golden face night high straight dark meet day try laugh
Alone Again ; Dokken;Alone Again by Dokken.txt;rain tear tried light lose fall still word feel without tonight way alone turn could morning stay youembed away hard try find
Along Comes A Woman ; Chicago;Along Comes A Woman by Chicago.txt;time something right care explain always somebody hold near sincere need suddenly someone feel much tonight talk way alone woman count seem nothing first breathe rightembed air along man matter everything change
America ; Prince;America by Prince.txt;heard happy cage turn communism thee freedom joy minimum proud little america mountain sister pledge grace god dead almost jungle-monkey mushroom jimmy red free shed allegiance wo time lose climb word black money peace wage aristocrat living love boom room life never school cloud nothing keep bomb may cool government child teacher
Amnesia ; Shalamar;Amnesia by Shalamar.txt;right something pay darling confusion little shine game price us hold reality ecstasy baby sensation way strange romance head new amnesia hear matter find brand thing time long girl become touchin lose please sweet end could blind slip close remember everything beside love tighter solution kiss mind imagining chance lay night seem play dream unglued trace touch squeezin feeling try understand
And She Was ; Talking Heads;And She Was by Talking Heads.txt;right glad alright lyricshey minute neighbor move eye breathing nearby movie universe yard world ha grass pleasant light concentrate person way hear start elevation thing time join feel drift wasembed sure direction lie could he-hey house earth look ground doubt open enough factory miss hey float dream touch rise dress highway backyard slowly think
And We Danced ; Hooters;And We Danced by Hooters.txt;walkin name music wave use band shake hard tight endless hall fade dare saw crowded spin baby mile dancedembed talk way hangin romance holdin be-bop hear moment across smile ocean liar feel whisper paint could begin tune sweep away union close love soon johnny room dance chance leave hey party night play nothing wall beat day meet man
Angel ; Madonna;Angel by Madonna.txt;sadness wish disappearembed eye coincidence surprise disguise angel rushing near standing crowded translationsportuguesangel baby way every next heart hear walk avenue around time traffic wonder pounding realize disappear believe cloud face full seem nothing dream sense must true
Animal Instinct ; Commodores UNCERTAIN;Animal Instinct by Commodores UNCERTAIN.txt;right crowd crimey grimy whole pay bar bloody sonder turnin noyd ice birth jiggy move tuxedo brick evaluate mobb give somethin eye back-to-back worthy live gear hennessey shoot album yo loadin infamous scarface hate spumantely flyin white cold crime gat gotti v-s-o-p ton rep perignonly pc gambino city exit dig run dyin meat low bitch lump gold chain god upembed song tristate e fuckin shorty dead surround icepick peddle envy snatch ac cut aight instinct neck rap clique droppin way tv entire motherfucker heat sonnin ghetto township gettin nigga horribly reach blood next felt new iii benzes ask bridge technique shout sheisty stevie calmly wo son beef bleeding around load filipino time rapper chinky gigolo long nerve cryin l-i-e internal sippin side nitty clap queensbridge spark kid remy livin still plate stat hit word niggas crash stab year black hydro set st ty tire sweat pound cop apocalypse five-oh-migos overproof cake blind vidbox direct two faith cheddar drink thug gut animal jealous clip guzzle maxx doubt figure remember downfall committee qbc comin york tear marriott drug life kindness bleach bracelets p kind smugglin extort forever escape waste trifle one-nine-nine-six weakness disciple nc regulate snake castin official four lay back hustle godfather series crew foot beer safe dirty watch runnin dom pushin day obviously fuck hesitate wild mad money-hungry shit
Axel F ; Harold Faltermeyer MISSING;Axel F by Harold Faltermeyer MISSING.txt;exist harold song f axel seem miss faltermeyer
Ba; Come And Get It by The Pointer Sisters;Baby Come And Get It by The Pointer Sisters.txt;right swear need ooh-hoo-hoo-hoo bubble last bath put ha honey lot wire ooh-hoo-hoo baby talk call future every heart fire dime time want tomorrow always best pride inside resist whisper sweet sure morning two telephone drive darkness tear mind piece never leave itembed wait hot woo-hoo-hoo dirty burnin think
Ba; Come Back To Me by The Manhattan Transfer;Baby Come Back To Me by The Manhattan Transfer.txt;meembed aahh want cross understand lyricsdit need big ooo beg baby without live would woo-oo yes please mistake telegram woman dit back send dot likedit ask truth pretty ditty man honey think home love
Ba; Talk by Alisha;Baby Talk by Alisha.txt;need throw share clear hard honey care extend mix work bad baby talk way late communication start wrong fear thing long help worry hurtin feel without please goin talkembed away doubt sad show love special hurt dance never wait air feeling hesitate try
Back In Stride ; Maze;Back In Stride by Maze.txt;happy something alright give stand really yes joy trouble pain againembed baby wee much around thing somehow long want always worry feel funky crazy groove ah style back seem smooth keep stride try change
Basketball ; Kurtis Blow;Basketball by Kurtis Blow.txt;right west court rick whole damn one-on-one big bird move iceman give card slack number bubblegum back-to-back stand dribble really point center nba celtic yo use game guard shake homeboy lot joint malone ball player tiny win barry kareem give-and-go sport rap would way bill mean tv dinner darryl fun earl chalk nobody monster pearl team king bernard start -- slam basketball rest pistol dunk thing girl always best tall junk uh clyde sit moses kurtis alley-oop desire wilkins pick-and-roll dawkins j could isiah two score favorite superstar basketballembed love sampson dantley microphone scene wilt russell title forward hoop kind never magic face night play ralph mister watch dr. pete dream blow beat reed jerry man willis
Be Near Me ; ABC;Be Near Me by ABC.txt;message meembed lyricsthe inclination tear simple near disappear kneel ever reputation ecstasy break feel never almost leave yes perfectly hope last stray night first meaning felt next two far dream likeall clear meet true fear
Be Your Man ; Jesse Johnsons Revue;Be Your Man by Jesse Johnsons Revue.txt;notice right west early irrelevant yellow fortune erratic bluesmen train stone among mississippi-born mansion b vulgar serve order jump sound hard-driving live really director music tough road improvise register woman international cold club western ww decline gu mate delight top swing nearly death.rockabilly award bottle driver tonky february include father check army trust player dead annual claim no. october bad negro phenomenon brian much plateau dont would obsession honk tv dylanborn tribute appearance string aways joshua hundred prescription beale nashville release twin hank old caput st. late king topic seven rehearsal southern historic form musician fan tender culture employment one-hour garon want dock graduation best guitarist earle thecenter wolf rehearse onion -room july climb thomas gulf feel hotel black indianola sweet grand keith less dave cochran presley shape develop dramatically elvis snowball begin entertainment especially meanwhile shop ry state snow suede close separate fast hip-hop version producer page gospel johnny special room urban meant mind life jailhouse comfort concern dance consecutive headline mississippi-alabama rockabilly corporation watching several lotta hot thinking four dollar gross river jam style louisiana bald cruel eight-week fell-off eight-month town night setzer beer lightning cooder contribute discharge rise devoutly sideline article mystery steam home increase franklin list even something hayes example fool result stokes idea fame shakin march diary stretch act give -inch cover repeatedly daughter parton stand steve mg heartbreak member later last honorary creation invasion suspicious cause mississippi thats zone city band cumberland mountain record congress shake section vernon mainstream era interest th.left enter guitar musicrockabilly chain self-doubt arrange song fade uncool spent foleys camera mix hold howlin work minnie continue grow allow b.b come-back church teddy brother heat w.c. lure lace shep great red seat local new impending popular folklore loving blue wheel country renovation tommy throughout block file largely peak poorly imelda hume sleep sittin wanda spark alcohol sit second youth rural transformation short |embed focus hit bear musicbeale moore year jackson roll tennessee vilify recluse worship marry could tap dog cannon vehicle ed bland revolutionary smokestack louis american bassist show others jones television kill street berle reverend death convert kentucky east.but soon region congestive comin plain wagon january basin coastal often horton sam shoe memphis bay shorten jesse bring arrive navigation business homelessness anyone copperhead party affect scotch play nothing public many riley r may engaging response jerry small cool society man earnings graceland binder reveal spot child change restaurant eddie hi arm motown exude least acetate poor afterward dorsey girlfriend star gladys professionally follow l.c fontana throw movement bit arrangement hooker bob prison tradition turn meantime divorce buy rockin term put tabloid richard colonel perfor-mance use ghost investigation little publication deliver east wray chart th good valley run performance september junior remainder famous melencamp tom brown blow-off musical studio quit ole chuck december mid beaulie holiday win genre baby crawlin today people hound downtown abuse part arrival way fair call aretha cult every boom-boom weight heart handful mtv head chronological land lewis ginger rhythm program history wrong green purchase son lord british underway memphis-based although firearm stand-ups stillborn indianapolis agreement help become nixon spring ever still stage terry originate influence central dolly complete unaka cash set respect comeback south end popularity obligation attend lyricstennessee jail on-stage beatles moon category rebuild danger blend film parker drivin devil love scotty fodder job open u.s. hurt berry plague lead pas geography b-side scott draft alden debut isaac sexuality never willie leave lennonthe school natural burbank sing spiritual otis nbc pink series evan paisley floor mine t. ironically service lovin badge.towards think bust d.j sell denounce truck whole handy evolution deal walkin disco martin marked big fall move christmas james artist august name carl tour seamstress property month generation movie goldwax hiatt white tupelo dea listening failure andrews radio opry johnson john noticed carr rca declare drank rufus mother queenie slave bobby furry competition del visit blame hayride june publicly sun receive manage promised booker management promote nile redding bill priscilla ghetto root three friend century summertime perhaps jimmy first reach next discover feature milton prize rendition argue link start hear session frank find district thing time shame medicine sign long presleys mama rock former phillips per family nation plate rid birthday tonight write sullivan personality single kingsnake lee nine audience threaten die house two perkins stax alabama confidence boogie-woogie richards place huge concert six crow personal book scene solution everyday virtual tell-all drug dean allen national remain gain unplugged bathroom bluegrass foundation bourbon back .presley boy major high build jessica dixieland keep refer trace dark rolling day brad soul beginning urbanization preoccupy
Beat Of A Heart ; Scandal;Beat Of A Heart by Scandal.txt;pay fool melt maybe wing eye stand undone little far run innocent lyricsthe sun light win today much mean heat heart lucky old hear time sin feel sweet awayyou away look amber love street fly sometimes tear life never night high tick dark beat man daylight
Beats So Lonely ; Charlie Sexton;Beats So Lonely by Charlie Sexton.txt;something pay secret bet give eye coincidence shot x top lonely stop scared hold baby people would way mean anyway heart likeshe find interestingly lyricsbeat thing burn want still patiently look close answer love happen hurt mind never miss wait dearly nothing keep yearning beat pretty day difference hesitate think
Better Be Good To Me ; Tina Turner;Better Be Good To Me by Tina Turner.txt;case meembed right wish need lack stand really yes babe cause use present good line devotion anything hard prisoner overloaded understand real call loosely emotion spell truth fight time want plan feel whisper please surely sure lie blind entangle faith show web love capture believe fracture hot face night keep touch think accept
Big In Japan ; Alphaville;Big In Japan by Alphaville.txt;japanembed pay translationsbig naked easy alright silhouette heatwave big snowflake bit eye point road city tight zoo skin pass eastern glimpse winter crystal strange head stay blue history sea find around ugly mannequin thing sleep side ever tonight illusion comeback view illuminated happen scene summer japan wait shall neon wind man change
Bit By Bit (Theme From Fletch) ; Stephanie Mills;Bit By Bit (Theme From Fletch) by Stephanie Mills.txt;something likebit read undercover news bit theme break eye outta via overtime run satellite bottom stop us work grapevine way lyricsmoving gettin hear time lose tonightembed feel tonight diggin prayer private comin fletch headline never play another nothing connection zoom watch air cool
Black Cars ; Gino Vannelli;Black Cars by Gino Vannelli.txt;right silhouette makeup dim corner cover wax cold fading white angel hide phantom skin light ooo smear cigarette cut pass lash shadow every expose heyembed sight lover false time long sleep china french sit horse car rid cocktail black glove perfect wear scratch strapless crawl look beauty lit lyricsooh likebut crack smoke hey shade night glass dream dark lipstick pretty dress
Black Kisses Never Make You Blue ; Curtie;Black Kisses Never Make You Blue by Curtie.txt;right star big give eye woman movie shot proud likelike sister skin lyricslike men heart blue free start ebony girl black good-looking loud look special kiss dance lip chance never boy face dark meet boyembed must soul true
Blue Jean ; David Bowie;Blue Jean by David Bowie.txt;hook whole need jazzin name camouflaged turn human send race world line jean bike heaven root blue nose faculty girl together always somebody everybody feel write sweet money look police remember everything sometimes latin wait tempt face mine poem meet day letter
Blue Kiss ; Jane Wiedlin;Blue Kiss by Jane Wiedlin.txt;one-color last white world color prism us surround shatter lyricsa goodbye red heart new blue fear tomorrow kissin livin feel black could morning away youyou fill love fine spectrum sky tear kiss yea lip never bringin back night rainbow choose
Bongo Bongo ; Steve Miller;Bongo Bongo by Steve Miller.txt;ba jazz dance slippin baby shoe bear spin ready sound modern calculated lyricsba bongoembed ballet bongo gettin movin likeshe puttin watch anticipated rouge around love
Born In East LA ; Cheech;Born In East LA by Cheech.txt;sell right el beyond truck datsun yellow easy alright star jew wish vago rider corner pull card stand yes buy wilshire cold flashing cause barbed use burger east shin city john valley run store low mojados gold ya ole united vato boulevard foreign wire sun ahead hasidic bad la promised naaah badge people downtown loaf hand soto horoscope bread zillion next nobody ask land walk green avenue thing sign huh want five across cancer help a-far box door lose orale hit bear brooklyn cheech van tj .... chong shiny could crawl sardine cuidate moon away state look dude six ................. stream wayne answer love cruise fast street whittier death different burning lip lend talkin never guy l.a. hey rode lowrider chevrolet president back golden stray pack nothing english floor watch dark terrace rise day belong man delay swam understand
Born In The USA ; Bruce Springsteen;Born In The USA by Bruce Springsteen.txt;yellow gas ten hometown cover road woman put send little nowhere nowembed run dead foreign much half till hand hire brother shadow v.a first khe land fire fight son burn viet rifle long born still hit refinery bear year penitentiary end dog picture kick ground kill love saigon sanh life rocking u.s.a. daddy jam back town beat spend cool man arm cong home understand
Boy In The Box ; Corey Hart;Boy In The Box by Corey Hart.txt;alive scream star rebel pull stand boxembed world shake endless lyricsthere flight sox talk three jimmy head shout chorus five box no-one inside wolf door sleeping without two six doubt likeone open laughin dean enough giant four boy night play keep cry fox ta mystery
Broken Wings ; Mr Mister;Broken Wings by Mr Mister.txt;right whole need wing live last voice clear us hold baby half hand flesh blood free hear wrong fear time oohembed tonight learn unless book love fly open broken ohh sing think understand
Bruce ; Rick Springfield;Bruce by Rick Springfield.txt;right rick fool swear minute follow ricky likeand pull name cover really paper music babe richard clear run famous guitar stick distance ya wild-hilled clearly lyricsdoctor bruce carry would brother call middle ask blue start hear green borderline wo walk around time sign doctor long babeembed help best mama smile kid hit bear kinda sincerely blind place close drinkin answer awww love fine impressed crazy bother magazine shelly plain passion piece yesterday springsteen talkin introduce hill mr. wait party seem night play mine vest phone day man wine ta think bye
Burning Flame ; Vitamin Z;Burning Flame by Vitamin Z.txt;hello-how something flame naked crumble likei fall apart foolish wave use angel far game nowhere lyricswalking fade pleasant skin light pass much would flameembed annoy first passing felt memory along start walk tease reason time burn girl mercy car darn promise tonight friendly gesture look earth show devil love street hurt burning never guy laugh leave another nothing dream cry trip arm fell understand
Burning Heart ; Survivor;Burning Heart by Survivor.txt;crowd west collide thirst paradox stand alone rope hope frustration freedom unmistakable world quest east heartembed attack spirit stop surrender us clash vent much heat spire though heart rival fire quiet burn bravely nation body primitive year deep ember two drive answer kill versus stake burst passion burning victory code never unquenchable seem night battle cry dark rise man soul warrior understand
C-I-T-Y ; John Cafferty UNCERTAIN;C-I-T-Y by John Cafferty UNCERTAIN.txt;doin clock instead punk-ass corporate outcome maybe governor beep jump outta eye live light-skinned strike crime security cocaine top guard bottle driver innocent check pop dead option dust real stress yan porch rap would m.a.a.d gang brain stay fact along truce allegiance spray-can sherm doctor everybody wonder l dash grand bullet mothafucka mention peace aim except goddamn pakistan living cluck speed room tear life crack conans believe dance correct ar mouth four enemy skeleton pack trolley treaty collect cuz kendrick warrior even crowd eat shut backwards suck knowwhere eatin dip bird news inspire stand window shot laters g-yeah strap rep city wake shootin slay concept thang song compton third hold crooked pirus grow lookin lace left great mount seat gun free fire slingin tragic bein tithe block reason pistol grab sleep lawyer always brace inside door cul-de-sac traffic hit saturday word belly sure since bullis lie sayin adapt yawk wavin crawl drive recorder butt-nakeds kill punk street threat comin plain guess sheet different nothin arrive sucker seem straight crew grip safe dream rarely blow cool society man fuck unsensitive drill child sacrifice shit flame probably joey suggest yg chopper follow need throw coroner turn momma hope tax buy euphoria coward good run perceive corn noose boulevard pad light brave dick sleepin constantly every nigga head drown lucky memory aw holdin basketball ride ugly grandma pre-approve huh crips ever still pole livin stage slow niggas ayy cousin promise body flip end regulator drive-bys movin dot hop hostage job usa blunt simple couple intelligence pas happens weighin never school lay lane foot isleys sergeant lunch wind obviously tweakin think damn whole deal walkin move teach ten somethin break mixin loose gossip marijuana human month generation yo white angel punch hood burger bitch a.k.a mother finna pain color stick price fuckin reality vandalizin piecin deposit hand translationsenglishturkceenglishportuguessvenskam.a.a.d hang friend rough first actin next lately tec imagine hear callin fresh slide sixteen loc time whip sign bgs pickin uh hell powder plenty car toxin crash dial van nine die weekend listen ak robbery two drink rule drinkin fine boog tape lesson that.kembed iv smoke bang project hey relief rosecrans back weed alondra boy major high cognac watch wall hearts foamin day crave trip pump
California Girls ; David Lee Roth;California Girls by David Lee Roth.txt;west northern alright coast wish doll big warm daughter really tree world east california dig sand farmer boyfriend sunshine cut bikini talk way tanned great palm southern around girl french feel wear could knock state kiss kind wait hip style back night keep mid-west island hawaii
Call Me ; Go West;Call Me by Go West.txt;read mesmerise need stranger apart eye number hit-and-run crime shot world nowhere line victim scar lyrics reconstruction much almost communicate call reflection confused gun wo track find message press time girl want uh inside staring feel without please perfect close doubt else shoe success enough wait back face watch touch power meet identify hesitate must space worlds
Call To The Heart ; Giuffria;Call To The Heart by Giuffria.txt;right darling need someday distant give live road voice world hold work someone baby lyricscan way part call though darlin heart stay memory along hear walk heartyou find time girl together lose ever still feel without separate remember everything love simple believe silent back night foot dream touch choose
Can You Feel The Beat ; Lisa Lisa;Can You Feel The Beat by Lisa Lisa.txt;cure darling tie need maybe throw name turn hope thought shine loveembed stop gold care arouse within saw overrule sun reality can-can baby talk part can-can-can-can-can every ooh-ooh-ooh-ooh thinkin heart fact stay ask wo venetian tender time overlook lose blouse still feel without sure lie die blind away look close ahh show love sky th-th-that-that th-th-th-th-that-that mind double believe can-can-can-can heartbeat miss key boy face seem night that-that-that keep cry dark touch beat must try
Cannonball ; Supertramp;Cannonball by Supertramp.txt;right pay round rage advice stand loose put use ok tellin wash cannonball quit apologize price trust unwise bad abuse hand call untrue excuse friend felt truth hear lyricsyou criticize want still word feel lie could drive mess pretend moreyou never leave key age outraged runnin day try mad
Cant Fight This Feeling ; REO Speedwagon;Cant Fight This Feeling by REO Speedwagon.txt;even round wish follow throw give anymore alone afraid cold window cause ship clear run strength secure forget hold saw friendship baby flow grow winter cant strong fight start sight fear find reason shore time long girl together always circle candle door ever still feel crash since direction crawl anymoreembed away place close everything show yet oar wander mind life forever never bring whirlwind night seem upon keep floor dark feeling think
Cant Stop ; Rick James;Cant Stop by Rick James.txt;something alright maybe likei give eye babe thrill got california urge suite stop someone today hand cant best stopembed multi-city two look living street open beverly beware life hill rocking miss never play keep suitcase air beat
Caravan Of Love ; Isley Jasper Isley;Caravan Of Love by Isley Jasper Isley.txt;alright apart deny young stand live woman world good mountain valley low gold us flow way motherland hand brother every heart old free fight wo neglected time join caravan together pride everybody bear everyone peace place mankind love torn life ready bring high day man child
Careless Whisper ; Wham!;Careless Whisper by Wham!.txt;lam wham fame big wrist nowembed p-type bottom pain barely fuckin real baby illionaire talk way speak gang ill fact start walk infinity son matter musician long rollie yessir feel whisper respect listen mula wow spectrum careless cat struggle mr. decision thou ost beat lli trip hustler independent shit
Caribbean Queen (No More Love On The Run) ; Billy Ocean;Caribbean Queen (No More Love On The Run) by Billy Ocean.txt;name simply eye number turn share game good run electric jean queen caribbean tiger tame painted ignore head heart blink time burn want step lose search dash paint awesome love excited room mind passion never furthest dream beat cool perfume
Catch My Fall ; Billy Idol;Catch My Fall by Billy Idol.txt;time happen song catch stumble trust sin ow unwound lose rock win mad fall youth hollow word break traveler fellow .. leave lay boy likeit could head travel keep world truth free lover wo sad think
Celebrate Youth ; Rick Springfield;Celebrate Youth by Rick Springfield.txt;right celebrate teach give young eye lyricsi live hope woman hate white world spirit likelooking us disgrace mean hand future every old fight hear sight fear girl always tomb pride everybody inside womb youth still black lie look remember whiteembed sometimes passion struggle burning boy face heed dream cry man child lock
Centerfield ; John Fogerty;Centerfield by John Fogerty.txt;a-roundin give mighty watchin cobb strike centerfield put game brown-eyed grass joe lump ball pop third hold pair sun handsome today way dimaggio goodbye head new ride moment time bat hit bear feel ty glove field nine casey bench look yeahembed drum coach beat-up shoe ready willie hey anyone homemade play brand-new touch beat phone spend mudville man ta think home understand
Centipede ; Rebbie Jackson;Centipede by Rebbie Jackson.txt;bind time right rag tear disappear give glow centipede feel desire bathroom crawling loose snake strike really hot window night crawl many bite longing cry moon touch fire quiet centipedeembed start lot love
Chain Reaction ; Diana Ross;Chain Reaction by Diana Ross.txt;something whole need move give midnight cover later put smother little shine world hide run anything low sooner chain hold near mark light tremble taste sensation pass yield talk medal way swallow hand future journey explosionembed left inspiration first heart middle free find lyricsyou want plan motion lose slow feel likeget set sweet die explosion picture away pleasure radiation treasure love instant nature action pedestal steal salvation dance lip ready never reaction anyone nothing cry anywhere arm try ta mystery
Change ; John Waite;Change by John Waite.txt;fame wish break live oh-oh-oh mirror surrender people talk way heart lucky stay wo matter thing always ever money look remember answer unhappy never leave mistake back seem change think
Charm The Snake ; Christopher Cross;Charm The Snake by Christopher Cross.txt;right hook clock fool maybe apart whoa bit last little lethal good meat advantage playin skin smart cut baby bait part mean first venom heart sick reason lyricsyou help best smile snakeembed charm clean wear bite breakin two uh-huh rule rip show likeone quick kiss dangerous never snake hey thick mistake fingernail stripe machine face straight grip smooth keep wall cool ta think
Cherish ; Kool;Cherish by Kool.txt;give stand live pray world loveembed near receive likecherish baby pass hand call every next test stay walk shore moment time long together always side ocean cherish could love life often awake shall lay night nothing remains change
Communication ; The Power Station;Communication by The Power Station.txt;even exchange move put send cassette drop line depend contact upembed hold real baby grapevine situation talk call hang every airmail reach though new stay fact communication time always word please tune telephone telex open soon ah information keep postcard touch phone must soul try home
Conga ; Miami Sound Machine;Conga by Miami Sound Machine.txt;conga move break music shake stop cane hold baby sugar way heat strong rhythm congaembed fire longer fight together want everybody worry hit feel body desire tonight sweet listen away system dance party control night foot island beat gather day try
Cool It Now ; New Edition;Cool It Now by New Edition.txt;right ricky fall pace downembed really alone hope good ooooooh check bobby ya care suppose lovesick almost every friend stay walk wo message thing time sign girl help fellas everybody lose slow feel without tryin listen doubt ronnie show love mess prepare mind life kind ready never bring leave school control mike keep mine silly watch day cool must arm try change think home understand
Count Me Out ; New Edition;Count Me Out by New Edition.txt;girlfriend need parade young yes movie little ball rain us hold baby way c-o-u-n-t mean gang hang friend ask fella hoo tease time surprised girl want feel save tonight personality please sweet park could squeeze look love wherever kiss bring leave ease count play outembed dark lovin spend man ta
Crazy ; Kenny Rogers;Crazy by Kenny Rogers.txt;need apart eye finally world every though heart youembed rest thing although girl want always side word feel could look realize doubt love else crazy hurt mind guess life forever never night seem nothing dream may day true think
Crazy For You ; Madonna;Crazy For You by Madonna.txt;read need stranger move smokey translationsportuguescrazy eye stand slowly music babyembed world hard baby every sway heart new start walk brand time want become still word feel body deeper die begin two away close stare crazy breath soon room kiss mind never anyone control air dark touch true weight try
Crazy In The Night (Barking At Airplanes) ; Kim Carnes;Crazy In The Night (Barking At Airplanes) by Kim Carnes.txt;instead hidden need move pull cover really paper turn hide fright hard hall nightembed light bed would swallow monster muscle wo find together want ever die could closet drink look frozen ceiling water doo book crazy sometimes disappear bark lyricssometimes headline airplane thousand night nothing keep wall phone likethere think
